DATE,OceanTemp,Salinity,SeaPressure,BlueCrabCatch,WaveDirection,AverageWavePeriod,DominantWavePeriod,WaveHeight,Gust,WindSpeed,WindDirection,Illum,PRCP,AvgDailyWind,Weekend,Attack
20110526,22.5,,1017.3,223838,113,4.42,5.88,1.24,8.9,7.4,234,LQ,0,50,No,N
20110527,22.5,,1018.5,152622,113,4.09,4.76,0.9,6.9,5.9,190,LQ,0,32,Yes,N
20110528,22.5,,1018.8,193605,113,5.25,8.33,1.02,7,5.8,199,LQ,0,34,Yes,N
20110529,22.5,,1022.5,171698,113,6.52,10,0.97,2.2,1.7,234,NM,0,30,Yes,N
20110530,22.5,,1023.8,210115,113,6.29,10,0.81,4,3.4,242,NM,0,37,No,N
20110531,22.5,,1020.1,156336,113,6.17,10,1.18,7.1,5.9,10,NM,0,36,No,N
20110601,25.8,,1022.2,19104,138.3,6.11,10,1.06,5.4,4.6,5,NM,0,25,No,N
20110602,25.8,,1018.1,271800,138.3,4.4,9.09,1.01,4.3,3.7,283,NM,0,37,No,N
20110603,25.8,,1019.2,230257,138.3,4.13,5,1.01,8.4,7.3,14,NM,0,35,Yes,N
20110604,25.8,,,228503,138.3,,,1.09,,,,NM,0,26,Yes,N
20110605,25.8,,1015.6,199277,138.3,3.99,4.17,0.77,5.2,4.5,297,LQ,0,26,Yes,N
20110606,25.8,,1016.7,159095,138.3,99,99,1.09,3.6,2.8,84,LQ,0,24,No,N
20110607,25.8,,1019,177584,138.3,6.33,8.33,0.74,3.2,2.4,24,LQ,0,26,No,N
20110608,25.8,,1017.3,13728,138.3,4.01,9.09,0.87,8.1,7,228,LQ,0,50,No,N
20110609,25.8,,1017,207186,138.3,4.43,6.25,1.29,8.6,7.1,238,FQ,0,60,No,N
20110610,25.8,,1016.9,208738,138.3,3.83,5,0.9,8.7,7.8,227,FQ,0,50,Yes,N
20110611,25.8,,1016.6,195692,138.3,4.02,4.17,0.7,4.5,3.9,229,FQ,0,35,Yes,N
20110612,25.8,,1014.2,151731,138.3,5.38,7.69,1.03,5.7,5,215,FM,0,42,Yes,N
20110613,25.8,,1012.4,135989,138.3,4.84,7.69,1.01,4.9,3.9,346,FM,0,32,No,N
20110614,25.8,,1012.6,130572,138.3,5.58,6.67,0.99,4,2.6,23,NM,0,20,No,N
20110615,25.8,,1014.2,19545,138.3,3.95,6.67,0.84,9.4,7.9,358,FM,0,29,No,N
20110616,26.4,35.5,1016.3,218646,138.3,5.45,6.67,0.62,5.7,4.2,158,FM,0,35,No,N
20110617,25.8,,1015.5,141529,138.3,4.12,6.25,1.2,6.2,4.9,236,FM,99,45,Yes,N
20110618,25.8,,1015.7,198770,138.3,3.89,5,1.01,7.5,6.2,228,FM,0,55,Yes,N
20110619,25.8,,1011.2,176853,138.3,4.03,5.88,1.06,10.9,9.3,240,FM,0,46,Yes,N
20110620,25.8,,1009.3,186347,138.3,4.29,7.14,1.08,8,6.8,271,FQ,48,41,No,N
20110621,25.8,,1016.7,163433,138.3,7.17,9.09,1.54,3.3,2.4,60,FQ,0,29,No,N
20110622,25.8,,1016.7,81477,138.3,5.71,7.69,1.01,5.8,4.6,220,FQ,0,33,No,N
20110623,25.8,,1013.6,92845,138.3,5.15,7.14,2.17,12.4,9.8,236,FQ,30,56,No,N
20110624,25.8,,1010.9,143211,138.3,4.56,6.67,1.68,13.5,11.3,225,LQ,0,60,Yes,N
20110625,25.8,,1012.6,176403,138.3,4.92,7.14,1.8,10,8.6,229,LQ,0,54,Yes,N
20110626,25.8,,1016.1,141907,138.3,4.63,5.56,0.98,2,1.2,209,LQ,0,25,Yes,N
20110627,25.8,,1017.7,133910,138.3,4.28,5,0.97,7,5.8,207,LQ,8,40,No,N
20110628,25.8,,1016.3,112077,138.3,4.66,5.88,1.66,10.5,9,219,NM,0,54,No,N
20110629,25.8,,1015.4,21262,138.3,4.15,4.55,1.15,13.8,10.1,280,NM,211,32,No,N
20110630,25.8,,1017.1,209795,138.3,4.65,8.33,1.03,1.8,1.3,221,NM,0,19,No,N
20110701,27.2,,1017.3,139506,169.1,6.22,8.33,0.79,4.2,3.3,43,NM,0,21,Yes,N
20110702,27.2,,1019.6,164113,169.1,5.8,9.09,0.75,5,3.7,195,NM,0,26,Yes,N
20110703,27.2,,1017,125206,169.1,3.96,4.35,1.02,9.5,8.3,236,NM,0,57,Yes,N
20110704,27.2,,1016,190483,169.1,4.14,5.56,1.45,11.7,9.9,237,LQ,0,63,No,N
20110705,27.2,,1016.2,142016,169.1,4.02,5.26,0.97,9.6,8.1,234,LQ,0,41,No,N
20110706,27.2,,1017.9,19844,169.1,4.12,5.56,1.14,8.5,7.5,227,LQ,0,38,No,N
20110707,27.2,,1016.9,211807,169.1,4.68,6.67,1.21,11.9,10.6,202,LQ,0,45,No,N
20110708,27.2,,,137436,169.1,,,1.14,,,,FQ,394,64,Yes,N
20110709,27.2,,,169547,169.1,,,1.14,,,,FQ,46,36,Yes,N
20110710,27.2,,,123247,169.1,,,1.14,,,,FQ,0,22,Yes,N
20110711,27.2,,,152418,169.1,,,1.14,,,,FM,0,25,No,N
20110712,27.2,,,103782,169.1,,,1.14,,,,FM,0,53,No,N
20110713,27.2,,,13371,169.1,,,1.14,,,,NM,25,26,No,N
20110714,27.2,,,193736,169.1,,,1.14,,,,FM,155,46,No,N
20110715,27.2,,,141201,169.1,,,1.14,,,,FM,0,47,Yes,N
20110716,27.3,35.9,,177208,169.1,,,1.14,,,,FM,0,30,Yes,N
20110717,27.2,,,129075,169.1,,,1.14,,,,FM,0,23,Yes,N
20110718,27.2,,,170081,169.1,,,1.14,,,,FM,0,27,No,N
20110719,27.2,,,133887,169.1,,,1.14,,,,FQ,0,41,No,Y
20110720,27.2,,,10709,169.1,,,1.14,,,,FQ,0,36,No,N
20110721,27.2,,,182412,169.1,,,1.14,,,,FQ,0,38,No,N
20110722,27.2,,,133295,169.1,,,1.14,,,,FQ,0,54,Yes,N
20110723,27.2,,,163311,169.1,,,1.14,,,,LQ,0,53,Yes,N
20110724,27.2,,1016.2,132037,169.1,4.12,5,1.44,12.6,10.6,241,LQ,183,62,Yes,N
20110725,27.2,,1012.6,145047,169.1,3.64,4.55,0.95,13.9,11.6,242,LQ,526,50,No,N
20110726,27.2,,1011.4,112832,169.1,4.79,7.14,1.74,9.2,7.8,269,LQ,135,33,No,N
20110727,27.2,,1014.9,12278,169.1,4.25,6.67,1.21,8,6.9,247,NM,0,32,No,N
20110728,27.2,,1019.1,179368,169.1,4.44,6.25,1.09,4.7,3.9,255,NM,0,31,No,N
20110729,27.2,,1016.8,128991,169.1,4.15,5.26,0.92,7.2,6.4,246,NM,0,37,Yes,N
20110730,27.2,,1015.7,161660,169.1,3.79,4.76,0.63,2.7,2.5,269,NM,0,25,Yes,N
20110731,27.2,,1018.5,151655,169.1,4.6,4.76,0.53,8.8,7,10,NM,109,23,Yes,N
20110801,27.5,,1014.5,161200,133.9,3.54,8.33,0.72,6.6,5.6,213,NM,152,21,No,N
20110802,27.5,,1011.5,115393,133.9,4.65,9.09,0.56,5.4,4.3,303,NM,0,29,No,N
20110803,27.5,,1009.4,14140,133.9,4,8.33,0.79,7.3,6.3,220,LQ,0,44,No,N
20110804,27.5,,1010.8,172204,133.9,5.09,7.14,2.15,9.5,7.6,242,LQ,0,42,No,N
20110805,27.5,,1016.3,145388,133.9,5.36,9.09,1.24,2.3,1.6,42,LQ,0,38,Yes,N
20110806,27.5,,1016.8,154245,133.9,5.35,6.67,1.12,6.4,5.5,112,FQ,20,46,Yes,N
20110807,27.5,,1010.7,130537,133.9,4.41,8.33,1.27,10.6,9,241,FQ,0,58,Yes,N
20110808,27.5,,1006.4,154857,133.9,5.28,9.09,1.53,7.1,6.1,250,FQ,0,43,No,N
20110809,27.5,,1005.8,106172,133.9,5.1,6.67,1.38,7,5.9,238,FM,0,39,No,N
20110810,27.5,,1007.9,8386,133.9,5.3,7.14,0.96,3.8,3.2,28,FM,0,28,No,N
20110811,27.5,,1011,178345,133.9,5.45,10,0.72,5.4,4.6,305,NM,0,27,No,Y
20110812,27.5,,,152413,133.9,,,1.15,,,,FM,0,34,Yes,N
20110813,27.5,,,163458,133.9,,,1.15,,,,FM,0,47,Yes,N
20110814,27.5,,,128321,133.9,,,1.15,,,,FM,79,47,Yes,N
20110815,27.5,,,41461,133.9,,,1.15,,,,FM,3,31,No,N
20110816,28.5,36.2,,3968,133.9,,,1.15,,,,FM,0,22,No,N
20110817,27.5,,,5164,133.9,,,1.15,,,,FM,0,26,No,Y
20110818,27.5,,,30577,133.9,,,1.15,,,,FQ,0,30,No,N
20110819,27.5,,,49620,133.9,,,1.15,,,,FQ,13,26,Yes,N
20110820,27.5,,,112507,133.9,,,1.15,,,,FQ,23,15,Yes,N
20110821,27.5,,,145180,133.9,,,1.15,,,,FQ,0,38,Yes,N
20110822,27.5,,,182038,133.9,,,1.15,,,,LQ,3,37,No,N
20110823,27.5,,,180450,133.9,,,1.15,,,,LQ,0,33,No,N
20110824,27.3,36.3,,113780,133.9,,,1.15,,,,LQ,3,30,No,Y
20110825,27.7,36.3,,164078,133.9,,,1.15,,,,LQ,13,24,No,N
20110826,27.3,36.3,,154738,133.9,,,1.15,,,,NM,932,69,Yes,N
20110827,26.2,36.2,,154614,133.9,,,1.15,,,,NM,826,191,Yes,N
20110828,26.9,36.2,,186975,133.9,,,1.15,,,,NM,0,40,Yes,N
20110829,27.1,36.2,,184286,133.9,,,1.15,,,,NM,0,16,No,N
20110830,26.9,36.1,,176519,133.9,,,1.15,,,,NM,25,37,No,N
20110831,27.1,36.1,,18596,133.9,,,1.15,,,,NM,0,41,No,N
20110901,27.1,36.1,,267538,96,,,1.38,,,,LQ,0,40,No,N
20110902,27.2,36.1,,188668,96,,,1.38,,,,LQ,0,28,Yes,N
20110903,27.3,36.1,,192964,96,,,1.38,,,,LQ,0,23,Yes,N
20110904,27.3,36.1,,184138,96,,,1.38,,,,FQ,0,18,Yes,N
20110905,27,36.2,,65450,96,,,1.38,,,,FQ,15,45,No,N
20110906,27,36.2,,55225,96,,,1.38,,,,FQ,0,52,No,N
20110907,27.5,36.1,,11989,96,,,1.38,,,,FQ,0,40,No,N
20110908,27.7,36.1,,220343,96,,,1.38,,,,FM,0,19,No,N
20110909,27.7,36.2,,185092,96,,,1.38,,,,FM,0,40,Yes,N
20110910,27.5,36.1,,192656,96,,,1.38,,,,NM,0,36,Yes,N
20110911,27.6,36.1,,157059,96,,,1.38,,,,FM,0,27,Yes,N
20110912,27.4,36,,148987,96,,,1.38,,,,FM,43,21,No,N
20110913,28,36.1,,123563,96,,,1.38,,,,FM,0,9,No,N
20110914,27.8,36.1,,11948,96,,,1.38,,,,FM,0,13,No,N
20110915,27.9,36.2,,230407,96,,,1.38,,,,FM,71,30,No,N
20110916,27.9,36.2,,132949,96,,,1.38,,,,FM,0,60,Yes,N
20110917,27.1,,,175095,96,,,1.38,,,,FQ,1768,45,Yes,N
20110918,26.7,36.2,,132838,96,,,1.38,,,,FQ,15,47,Yes,N
20110919,26.8,36.1,,185662,96,,,1.38,,,,FQ,0,39,No,N
20110920,27.1,35.4,,37074,96,,,1.38,,,,FQ,89,17,No,N
20110921,27.1,,,6022,96,,,1.38,,,,LQ,211,27,No,N
20110922,26.5,36,,159994,96,,,1.38,,,,LQ,74,33,No,N
20110923,26.5,35.9,,159259,96,,,1.38,,,,LQ,117,44,Yes,N
20110924,27.1,,,167551,96,,,1.38,,,,NM,630,34,Yes,N
20110925,27.1,,,145820,96,,,1.38,,,,NM,315,24,Yes,N
20110926,26.3,35.7,,154798,96,,,1.38,,,,NM,244,28,No,N
20110927,27.1,,,67448,96,,,1.38,,,,NM,15,33,No,N
20110928,27.1,,,7456,96,,,1.38,,,,NM,0,31,No,N
20110929,27.1,,,203867,96,,,1.38,,,,NM,8,41,No,N
20110930,27.1,,,104032,96,,,1.38,,,,LQ,0,31,Yes,N
20111001,24.8,,,123955,101.4,,,1.34,,,,LQ,0,43,Yes,N
20111002,24.8,,,137210,101.4,,,1.34,,,,LQ,0,36,Yes,N
20111003,24.8,,,97761,101.4,,,1.34,,,,LQ,0,31,No,N
20111004,24.8,,,63026,101.4,,,1.34,,,,FQ,0,26,No,N
20111005,24.8,,,13553,101.4,,,1.34,,,,FQ,0,18,No,N
20111006,24.8,,,155117,101.4,,,1.34,,,,FQ,0,32,No,N
20111007,24.8,,,146427,101.4,,,1.34,,,,FM,0,36,Yes,N
20111008,24.8,,,64196,101.4,,,1.34,,,,FM,0,41,Yes,N
20111009,24.8,,,14367,101.4,,,1.34,,,,FM,0,42,Yes,N
20111010,24.8,,,184921,101.4,,,1.34,,,,NM,0,35,No,N
20111011,24.8,,,116393,101.4,,,1.34,,,,FM,328,55,No,N
20111012,24.8,,,24162,101.4,,,1.34,,,,FM,5,31,No,N
20111013,24.8,,,177137,101.4,,,1.34,,,,FM,3,34,No,N
20111014,24.8,,,86793,101.4,,,1.34,,,,FM,5,50,Yes,N
20111015,24.8,,,147856,101.4,,,1.34,,,,FM,0,36,Yes,N
20111016,24.8,,,88927,101.4,,,1.34,,,,FM,0,35,Yes,N
20111017,24.8,,,49061,101.4,,,1.34,,,,FQ,0,67,No,N
20111018,24.8,,,92706,101.4,,,1.34,,,,FQ,178,42,No,N
20111019,24.8,,,26712,101.4,,,1.34,,,,FQ,1140,78,No,N
20111020,24.8,,,198198,101.4,,,1.34,,,,LQ,0,80,No,N
20111021,24.8,,,33439,101.4,,,1.34,,,,LQ,0,21,Yes,N
20111022,24.8,,,169178,101.4,,,1.34,,,,LQ,8,30,Yes,N
20111023,24.8,,,134162,101.4,,,1.34,,,,LQ,8,32,Yes,N
20111024,24.8,,,73095,101.4,,,1.34,,,,NM,3,34,No,N
20111025,24.8,,,6785,101.4,,,1.34,,,,NM,0,24,No,N
20111026,24.8,,,9927,101.4,,,1.34,,,,NM,0,53,No,N
20111027,24.8,,,167121,101.4,,,1.34,,,,NM,0,67,No,N
20111028,24.8,,,95050,101.4,,,1.34,,,,NM,0,52,Yes,N
20111029,24.8,,,83700,101.4,,,1.34,,,,NM,15,52,Yes,N
20111030,24.8,,,110893,101.4,,,1.34,,,,LQ,0,37,Yes,N
20111031,24.8,,,20900,101.4,,,1.34,,,,LQ,66,46,No,N
20111101,20.7,,,116703,109.7,,,1.62,,,,LQ,23,47,No,N
20111102,20.7,,,24761,109.7,,,1.62,,,,FQ,0,33,No,N
20111103,20.7,,,100282,109.7,,,1.62,,,,FQ,0,17,No,N
20111104,20.7,,,46074,109.7,,,1.62,,,,FQ,338,61,Yes,N
20111105,20.7,,,59273,109.7,,,1.62,,,,FQ,0,73,Yes,N
20111106,20.7,,,26150,109.7,,,1.62,,,,FM,3,38,Yes,N
20111107,20.7,,,44195,109.7,,,1.62,,,,FM,0,31,No,N
20111108,20.7,,,82945,109.7,,,1.62,,,,FM,0,33,No,N
20111109,20.7,,,20810,109.7,,,1.62,,,,FM,20,31,No,N
20111110,20.7,,,76836,109.7,,,1.62,,,,NM,0,28,No,N
20111111,20.7,,,45351,109.7,,,1.62,,,,FM,0,48,Yes,N
20111112,20.7,,,23991,109.7,,,1.62,,,,FM,0,27,Yes,N
20111113,20.7,,,4326,109.7,,,1.62,,,,FM,0,25,Yes,N
20111114,20.7,,,63198,109.7,,,1.62,,,,FM,0,38,No,N
20111115,20.7,,,44699,109.7,,,1.62,,,,FQ,10,43,No,N
20111116,20.7,,,13251,109.7,,,1.62,,,,FQ,429,43,No,N
20111117,20.7,,,52729,109.7,,,1.62,,,,FQ,490,45,No,N
20111118,20.7,,,16438,109.7,,,1.62,,,,FQ,0,32,Yes,N
20111119,20.7,,,25999,109.7,,,1.62,,,,LQ,0,20,Yes,N
20111120,20.7,,,32621,109.7,,,1.62,,,,LQ,0,24,Yes,N
20111121,20.7,,,43743,109.7,,,1.62,,,,LQ,0,26,No,N
20111122,20.7,,,19566,109.7,,,1.62,,,,NM,0,24,No,N
20111123,20.7,,,10296,109.7,,,1.62,,,,NM,104,63,No,N
20111124,20.7,,,37888,109.7,,,1.62,,,,NM,0,38,No,N
20111125,20.7,,,21886,109.7,,,1.62,,,,NM,0,22,Yes,N
20111126,20.7,,,18432,109.7,,,1.62,,,,NM,0,25,Yes,N
20111127,20.7,,,15771,109.7,,,1.62,,,,NM,0,30,Yes,N
20111128,20.7,,,36252,109.7,,,1.62,,,,LQ,15,57,No,N
20111129,20.7,,,9100,109.7,,,1.62,,,,LQ,112,55,No,N
20111130,20.7,,,5303,109.7,,,1.62,,,,LQ,0,48,No,N
20111201,18.2,,,25810,119.9,,,1.61,,,,LQ,0,32,No,N
20111202,18.2,,,16576,119.9,,,1.61,,,,FQ,0,13,Yes,N
20111203,18.2,,,22301,119.9,,,1.61,,,,FQ,0,29,Yes,N
20111204,18.2,,,18918,119.9,,,1.61,,,,FQ,0,26,Yes,N
20111205,18.2,,,20176,119.9,,,1.61,,,,FQ,15,26,No,N
20111206,18.2,,,5575,119.9,,,1.61,,,,FM,3,19,No,N
20111207,18.2,,,5434,119.9,,,1.61,,,,FM,56,51,No,N
20111208,18.2,,,20411,119.9,,,1.61,,,,FM,0,41,No,N
20111209,18.2,,,12384,119.9,,,1.61,,,,FM,23,29,Yes,N
20111210,18.2,,,11836,119.9,,,1.61,,,,NM,114,44,Yes,N
20111211,18.2,,,17382,119.9,,,1.61,,,,FM,0,47,Yes,N
20111212,18.2,,,12713,119.9,,,1.61,,,,FM,0,43,No,N
20111213,18.2,,,3971,119.9,,,1.61,,,,FM,0,30,No,N
20111214,18.2,,,9327,119.9,,,1.61,,,,FM,0,25,No,N
20111215,18.2,,,10265,119.9,,,1.61,,,,FQ,0,26,No,N
20111216,18.2,,,5205,119.9,,,1.61,,,,FQ,0,40,Yes,N
20111217,18.2,,,20137,119.9,,,1.61,,,,FQ,0,36,Yes,N
20111218,18.2,,,13187,119.9,,,1.61,,,,LQ,0,30,Yes,N
20111219,18.2,,,2273,119.9,,,1.61,,,,LQ,0,22,No,N
20111220,18.2,,,5304,119.9,,,1.61,,,,LQ,0,29,No,N
20111221,18.2,,,3809,119.9,,,1.61,,,,NM,3,43,No,N
20111222,18.2,,,2632,119.9,,,1.61,,,,NM,0,36,No,N
20111223,18.2,,,5044,119.9,,,1.61,,,,NM,30,51,Yes,N
20111224,18.2,,,4266,119.9,,,1.61,,,,NM,0,35,Yes,N
20111225,18.2,,,4295,119.9,,,1.61,,,,NM,0,18,Yes,N
20111226,18.2,,,1593,119.9,,,1.61,,,,NM,0,40,No,N
20111227,18.2,,,2136,119.9,,,1.61,,,,NM,559,73,No,N
20111228,18.2,,,3626,119.9,,,1.61,,,,LQ,0,64,No,N
20111229,18.2,,,3104,119.9,,,1.61,,,,LQ,0,22,No,N
20111230,18.2,,,2950,119.9,,,1.61,,,,LQ,0,31,Yes,N
20111231,18.2,,,1805,119.9,,,1.61,,,,LQ,0,33,Yes,N
20120101,18.5,36.1,,2239,123.1,,,1.75,,,,FQ,0,36,Yes,N
20120102,19.6,36.1,,4609,123.1,,,1.75,,,,FQ,0,46,No,N
20120103,19.3,36.2,,1234,123.1,,,1.75,,,,FQ,0,60,No,N
20120104,18.8,36.2,,749,123.1,,,1.75,,,,FQ,0,36,No,N
20120105,19.9,36.2,,1234,123.1,,,1.75,,,,FM,0,30,No,N
20120106,19.5,36.2,,1234,123.1,,,1.75,,,,FM,0,43,Yes,N
20120107,18.5,36.2,,1373,123.1,,,1.75,,,,FM,0,53,Yes,N
20120108,18,36.2,,308,123.1,,,1.75,,,,NM,0,33,Yes,N
20120109,18.2,36.2,,1234,123.1,,,1.75,,,,FM,119,27,No,N
20120110,18.1,36.2,,1234,123.1,,,1.75,,,,FM,0,20,No,N
20120111,19.2,36.2,,1234,123.1,,,1.75,,,,FM,782,43,No,N
20120112,19.5,36.2,,2105,123.1,,,1.75,,,,FM,97,76,No,N
20120113,15.1,36.2,,759,123.1,,,1.75,,,,FQ,0,79,Yes,N
20120114,14.8,36.3,,720,123.1,,,1.75,,,,FQ,0,42,Yes,N
20120115,15.2,36.2,,1234,123.1,,,1.75,,,,FQ,0,37,Yes,N
20120116,16.1,36.3,,2184,123.1,,,1.75,,,,LQ,0,19,No,N
20120117,18.3,36.2,,3875,123.1,,,1.75,,,,LQ,0,64,No,N
20120118,16.5,36.3,,4782,123.1,,,1.75,,,,LQ,104,60,No,N
20120119,15.9,36.3,,6502,123.1,,,1.75,,,,LQ,0,31,No,N
20120120,16.8,36.3,,4402,123.1,,,1.75,,,,NM,0,27,Yes,N
20120121,15.5,36.3,,11387,123.1,,,1.75,,,,NM,74,52,Yes,N
20120122,17.2,36.2,,7223,123.1,,,1.75,,,,NM,0,41,Yes,N
20120123,18.1,36.2,,3300,123.1,,,1.75,,,,NM,0,22,No,N
20120124,17.9,36.2,,3939,123.1,,,1.75,,,,NM,0,31,No,N
20120125,16.8,36.2,,14747,123.1,,,1.75,,,,NM,0,25,No,N
20120126,18.2,36.2,,6289,123.1,,,1.75,,,,NM,25,19,No,N
20120127,18.5,36.2,,9540,123.1,,,1.75,,,,LQ,76,68,Yes,N
20120128,18.2,36.2,,10176,123.1,,,1.75,,,,LQ,0,19,Yes,N
20120129,18.5,36.2,,7165,123.1,,,1.75,,,,LQ,0,30,Yes,N
20120130,18.8,36.2,,1375,123.1,,,1.75,,,,LQ,0,25,No,N
20120131,19.5,33.6,,1091,123.1,,,1.75,,,,FQ,0,38,No,N
20120201,19.8,33.5,,3520,98,,,1.93,,,,FQ,0,55,No,N
20120202,19.4,33.3,,3011,98,,,1.93,,,,FQ,23,40,No,N
20120203,19.4,33.2,,2934,98,,,1.93,,,,FQ,0,38,Yes,N
20120204,19.8,33,,1910,98,,,1.93,,,,FM,0,29,Yes,N
20120205,18.9,35.8,,4102,98,,,1.93,,,,FM,109,41,Yes,N
20120206,18.5,36.2,,3297,98,,,1.93,,,,FM,15,33,No,N
20120207,18.7,36.2,,1234,98,,,1.93,,,,NM,91,29,No,N
20120208,18.8,36.3,,3208,98,,,1.93,,,,FM,5,39,No,N
20120209,18,36.3,,10318,98,,,1.93,,,,FM,0,26,No,N
20120210,17.7,36.1,,7889,98,,,1.93,,,,FM,109,18,Yes,N
20120211,17.9,35.9,,11710,98,,,1.93,,,,FM,86,47,Yes,N
20120212,16.2,36.2,,8230,98,,,1.93,,,,FQ,0,64,Yes,N
20120213,17.1,36.3,,5528,98,,,1.93,,,,FQ,0,25,No,N
20120214,17.6,36.3,,12217,98,,,1.93,,,,FQ,18,18,No,N
20120215,16.7,36.3,,31429,98,,,1.93,,,,LQ,0,22,No,N
20120216,18.7,36.2,,13882,98,,,1.93,,,,LQ,10,36,No,N
20120217,17.8,36.2,,15699,98,,,1.93,,,,LQ,0,31,Yes,N
20120218,14.5,,,21022,98,,,1.93,,,,NM,0,19,Yes,N
20120219,17,36.2,,40872,98,,,1.93,,,,NM,264,52,Yes,N
20120220,16.2,36.1,,14782,98,,,1.93,,,,NM,13,48,No,N
20120221,16.4,36.2,,8370,98,,,1.93,,,,NM,5,43,No,N
20120222,16.1,36.2,,31424,98,,,1.93,,,,NM,0,51,No,N
20120223,17,36.2,,18927,98,,,1.93,,,,NM,0,62,No,N
20120224,16.5,36.2,,31350,98,,,1.93,,,,NM,122,90,Yes,N
20120225,14.2,36,,22887,98,,,1.93,,,,NM,0,74,Yes,N
20120226,17.3,36.2,,13569,98,,,1.93,,,,LQ,0,21,Yes,N
20120227,18.1,36.2,,6058,98,,,1.93,,,,LQ,0,26,No,N
20120228,17.4,36.2,,11285,98,,,1.93,,,,LQ,0,30,No,N
20120229,17.8,36.2,,45905,98,,,1.93,,,,LQ,0,47,No,N
20120301,18.3,36.2,,23456,147.8,,,1.89,,,,FQ,0,69,No,N
20120302,18.6,36.2,,27002,147.8,,,1.89,,,,FQ,0,44,Yes,N
20120303,18.5,36.2,,30053,147.8,,,1.89,,,,FQ,66,55,Yes,N
20120304,18.5,36.1,,30527,147.8,,,1.89,,,,FM,366,44,Yes,N
20120305,18.3,36.1,,16192,147.8,,,1.89,,,,FM,13,65,No,N
20120306,17.9,36.2,,7429,147.8,,,1.89,,,,FM,0,34,No,N
20120307,17.9,36.2,,51342,147.8,,,1.89,,,,NM,0,31,No,N
20120308,17.8,36.2,,29399,147.8,,,1.89,,,,FM,8,47,No,N
20120309,17.7,36.2,,27439,147.8,,,1.89,,,,FM,53,45,Yes,N
20120310,17.6,36.2,,29667,147.8,,,1.89,,,,FM,0,44,Yes,N
20120311,17.6,36.2,,45821,147.8,,,1.89,,,,FM,0,27,Yes,N
20120312,17.4,36.2,,11842,147.8,,,1.89,,,,FQ,0,23,No,N
20120313,17.6,36.2,,5936,147.8,,,1.89,,,,FQ,0,40,No,N
20120314,17.2,36.2,,35124,147.8,,,1.89,,,,FQ,0,20,No,N
20120315,17.2,36.2,,10894,147.8,,,1.89,,,,LQ,0,25,No,N
20120316,17.9,36.2,,39756,147.8,,,1.89,,,,LQ,0,38,Yes,N
20120317,18.3,36.2,,40401,147.8,,,1.89,,,,LQ,0,31,Yes,N
20120318,17.9,36,,51704,147.8,,,1.89,,,,LQ,0,23,Yes,N
20120319,17.9,35.9,,23193,147.8,,,1.89,,,,NM,0,13,No,N
20120320,18.6,35.9,,5456,147.8,,,1.89,,,,NM,0,22,No,N
20120321,19.5,36.1,,30038,147.8,,,1.89,,,,NM,124,18,No,N
20120322,18.7,35.9,,57841,147.8,,,1.89,,,,NM,130,21,No,N
20120323,19.5,36.2,,43026,147.8,,,1.89,,,,NM,0,26,Yes,N
20120324,19.8,36.2,,17892,147.8,,,1.89,,,,NM,28,25,Yes,N
20120325,20.5,36.1,,11603,147.8,,,1.89,,,,NM,135,31,Yes,N
20120326,20.1,36.2,,30737,147.8,,,1.89,,,,LQ,48,56,No,N
20120327,20.6,36.2,,21445,147.8,,,1.89,,,,LQ,0,43,No,N
20120328,20.3,36.2,,77280,147.8,,,1.89,,,,LQ,0,59,No,N
20120329,20.3,36.2,,38893,147.8,,,1.89,,,,LQ,0,42,No,N
20120330,20.2,36.2,,21284,147.8,,,1.89,,,,FQ,0,40,Yes,N
20120331,20.4,36.2,,32180,147.8,,,1.89,,,,FQ,79,40,Yes,N
20120401,21,36.2,,48021,104.2,,,1.59,,,,FQ,30,40,Yes,N
20120402,20.5,36.2,,29847,104.2,,,1.59,,,,FQ,0,53,No,N
20120403,20.3,36.2,,7989,104.2,,,1.59,,,,FM,0,31,No,N
20120404,20,36.2,,69858,104.2,,,1.59,,,,FM,5,40,No,N
20120405,20,36,,44317,104.2,,,1.59,,,,NM,48,57,No,N
20120406,20.5,36.2,,45240,104.2,,,1.59,,,,FM,206,62,Yes,N
20120407,18.3,36.1,,55555,104.2,,,1.59,,,,FM,0,30,Yes,N
20120408,18,36.1,,78058,104.2,,,1.59,,,,FM,0,41,Yes,N
20120409,18.6,36.1,,47264,104.2,,,1.59,,,,FM,0,44,No,N
20120410,19.1,36.1,,24274,104.2,,,1.59,,,,FQ,0,53,No,N
20120411,19.9,36.2,,76715,104.2,,,1.59,,,,FQ,15,44,No,N
20120412,19.3,36.2,,66331,104.2,,,1.59,,,,FQ,0,34,No,N
20120413,19.4,36.2,,83694,104.2,,,1.59,,,,FQ,0,18,Yes,N
20120414,19.5,36.2,,60377,104.2,,,1.59,,,,LQ,0,40,Yes,N
20120415,19.6,36.2,,87782,104.2,,,1.59,,,,LQ,0,62,Yes,N
20120416,20.6,36.3,,56274,104.2,,,1.59,,,,LQ,0,49,No,N
20120417,20.3,36.2,,39487,104.2,,,1.59,,,,NM,0,39,No,N
20120418,20.4,35.9,,122203,104.2,,,1.59,,,,NM,0,32,No,N
20120419,20.6,35.5,,85775,104.2,,,1.59,,,,NM,150,31,No,N
