DATE,MLLW,OceanTemp,Salinity,SeaPressure,BlueCrabCatch,WaveDirection,AverageWavePeriod,DominantWavePeriod,WaveHeight,Gust,WindSpeed,WindDirection,Illum,PRCP,AvgDailyWind,Weekend,Attack
20121008,0.689,26.4,36.1,1015.704,53274,101.4,5.455,,1.34,,6.299333333,200.331,LQ,5,38,No,N
20121009,1.293,26,36.1,1015.704,28293,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,27,No,N
20121010,0.938,25.7,36,1015.704,112859,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,32,No,N
20121011,0.814,25.6,36,1015.704,79074,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,38,No,N
20121012,0.942,25.3,36,1015.704,69646,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,29,Yes,N
20121013,0.846,25.1,36,1015.704,72831,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,39,Yes,N
20121014,0.886,24.9,36,1015.704,82001,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,16,Yes,N
20121015,0.889,25.2,36.1,1015.704,6429,101.4,5.455,,1.34,,6.299333333,200.331,NM,91,22,No,N
20121016,1.299,25.1,36.2,1015.704,2371,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,33,No,N
20121017,1.175,24.9,36.1,1015.704,4180,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,21,No,N
20121018,1.165,24.7,36.2,1015.704,5450,101.4,5.455,,1.34,,6.299333333,200.331,LQ,58,31,No,N
20121019,0.988,24.8,36.1,1015.704,18704,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,23,Yes,N
20121020,0.994,25,36.2,1015.704,52734,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,37,Yes,N
20121021,1.214,24.3,36.1,1015.704,39911,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,28,Yes,N
20121022,0.84,24,36.1,1015.704,41856,101.4,5.455,,1.34,,6.299333333,200.331,FQ,0,14,No,N
20121023,0.548,23.9,36.1,1015.704,23074,101.4,5.455,,1.34,,6.299333333,200.331,FQ,0,21,No,N
20121024,0.397,24.8,36.2,1015.704,72882,101.4,5.455,,1.34,,6.299333333,200.331,FQ,0,22,No,N
20121025,0.515,25,36.2,1015.704,51673,101.4,5.455,,1.34,,6.299333333,200.331,FM,0,21,No,N
20121026,0.817,24.8,36.0175,1015.704,16965,101.4,5.455,,1.34,,6.299333333,200.331,FM,61,38,Yes,N
20121027,1.01,24.8,36.0175,1015.704,60988,101.4,5.455,,1.34,,6.299333333,200.331,FM,818,67,Yes,N
20121028,3.625,24.8,36.0175,1015.704,62334,101.4,5.455,,1.34,,6.299333333,200.331,NM,1156,87,Yes,N
20121029,3.95,24.8,36.0175,1015.704,65401,101.4,5.455,,1.34,,6.299333333,200.331,FM,20,98,No,N
20121030,2.201,24.8,36.0175,1015.704,20058,101.4,5.455,,1.34,,6.299333333,200.331,FM,0,73,No,N
20121031,1.601,24.8,36.0175,1015.704,75009,101.4,5.455,,1.34,,6.299333333,200.331,FM,0,48,No,N
20121101,1.585,20.7,36.06666667,1020.145667,34450,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,42,No,N
20121102,1.43,20.7,36.06666667,1020.145667,24918,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,41,Yes,N
20121103,1.414,20.7,36.06666667,1020.145667,84591,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,17,Yes,N
20121104,1.01,20.7,36.06666667,1020.145667,40520,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,3,30,Yes,N
20121105,1.368,20.7,36.06666667,1020.145667,21481,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,5,42,No,N
20121106,1.23,20.7,36.06666667,1020.145667,11002,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,178,42,No,N
20121107,1.673,20.7,36.06666667,1020.145667,12736,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,8,46,No,N
20121108,1.834,20.7,36.06666667,1020.145667,64401,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,0,44,No,N
20121109,1.552,20.7,36.06666667,1020.145667,45794,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,0,18,Yes,N
20121110,1.119,20.7,36.06666667,1020.145667,3667,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,0,15,Yes,N
20121111,0.978,20.7,36.06666667,1020.145667,61778,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,22,Yes,N
20121112,0.922,20.7,36.06666667,1020.145667,11986,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,3,24,No,N
20121113,0.784,20.7,36.06666667,1020.145667,16241,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,25,41,No,N
20121114,1.352,20.7,36.06666667,1020.145667,53058,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,54,No,N
20121115,1.568,20.7,36.06666667,1020.145667,25597,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,3,42,No,N
20121116,1.913,20.7,36.06666667,1020.145667,17743,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,18,47,Yes,N
20121117,1.578,20.7,36.06666667,1020.145667,18046,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,0,50,Yes,N
20121118,1.404,20.7,36.06666667,1020.145667,26077,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,28,65,Yes,N
20121119,1.896,20.7,36.06666667,1020.145667,12516,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,8,62,No,N
20121120,1.69,20.7,36.06666667,1020.145667,6175,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,48,No,N
20121121,1.388,20.7,36.06666667,1020.145667,25003,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,50,No,N
20121122,1.768,20.7,36.06666667,1020.145667,27856,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,53,No,N
20121123,1.401,20.7,36.06666667,1020.145667,17446,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,30,Yes,N
20121124,1.634,20.7,36.06666667,1020.145667,10330,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,38,Yes,N
20121125,1.217,20.7,36.06666667,1020.145667,26564,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,27,Yes,N
20121126,0.84,20.7,36.06666667,1020.145667,14770,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,22,No,N
20121127,0.676,20.7,36.06666667,1020.145667,7914,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,13,12,No,N
20121128,1.014,20.7,36.06666667,1020.145667,21723,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,27,No,N
20121129,0.804,20.7,36.06666667,1020.145667,15661,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,10,No,N
20121130,0.633,20.7,36.06666667,1020.145667,14192,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,14,Yes,N
20121201,0.6,18.2,28.896,1019.524,4366,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,10,Yes,N
20121202,0.561,18.2,28.896,1019.524,20833,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,12,Yes,N
20121203,0.584,18.2,28.896,1019.524,13859,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,30,No,N
20121204,0.459,18.2,28.896,1019.524,6118,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,20,No,N
20121205,0.427,18.2,28.896,1019.524,18350,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,37,No,N
20121206,0.407,18.2,28.896,1019.524,10038,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,40,No,N
20121207,0.308,16.9,36,1019.524,15619,119.9,5.333,,1.61,,7.461333333,227.376,LQ,137,34,Yes,N
20121208,0.371,16.4,35.9,1019.524,15372,119.9,5.333,,1.61,,7.461333333,227.376,LQ,18,30,Yes,N
20121209,0.387,16,35.8,1019.524,7829,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,15,Yes,N
20121210,0.269,17.3,36,1019.524,3094,119.9,5.333,,1.61,,7.461333333,227.376,NM,20,58,No,N
20121211,0.617,16.7,35.8,1019.524,4218,119.9,5.333,,1.61,,7.461333333,227.376,NM,36,44,No,N
20121212,0.873,16.3,35.9,1019.524,8587,119.9,5.333,,1.61,,7.461333333,227.376,NM,119,66,No,N
20121213,1.362,19.3,36.1,1019.524,1234,119.9,5.333,,1.61,,7.461333333,227.376,NM,173,62,No,N
20121214,1.401,20.3,36.1,1019.524,6410,119.9,5.333,,1.61,,7.461333333,227.376,NM,0,30,Yes,N
20121215,0.935,19.4,36.1,1019.524,9161,119.9,5.333,,1.61,,7.461333333,227.376,NM,0,19,Yes,N
20121216,1.007,19.8,36.1,1019.524,7713,119.9,5.333,,1.61,,7.461333333,227.376,LQ,79,25,Yes,N
20121217,0.827,20.2,36.1,1019.524,2732,119.9,5.333,,1.61,,7.461333333,227.376,LQ,137,21,No,N
20121218,1.148,19.9,36.1,1019.524,3019,119.9,5.333,,1.61,,7.461333333,227.376,LQ,5,50,No,N
20121219,1.07,18.5,36.1,1019.524,4677,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,30,No,N
20121220,0.696,18,36.1,1019.524,3183,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,48,No,N
20121221,1.854,17.3,36,1019.524,2495,119.9,5.333,,1.61,,7.461333333,227.376,FQ,127,93,Yes,N
20121222,1.936,15.9,36,1019.524,1487,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,66,Yes,N
20121223,0.584,14.7,35.8,1019.524,2015,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,29,Yes,N
20121224,0.443,18,36.2,1019.524,1117,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,27,No,N
20121225,0.617,20.7,36.3,1019.524,1339,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,28,No,N
20121226,0.302,21.2,36.3,1019.524,1638,119.9,5.333,,1.61,,7.461333333,227.376,FM,455,78,No,N
20121227,1.745,19.5,36.3,1019.524,960,119.9,5.333,,1.61,,7.461333333,227.376,NM,0,65,No,N
20121228,1.073,18,36.3,1019.524,1708,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,14,Yes,N
20121229,0.774,17.4,36.3,1019.524,2669,119.9,5.333,,1.61,,7.461333333,227.376,FM,348,47,Yes,N
20121230,1.88,16.3,36.2,1019.524,1797,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,61,Yes,N
20121231,0.86,16.3,36.3,1019.524,1297,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,43,No,N
20130101,0.522,15.5,36.2,1019.255,2367,123.1,5.49225,,1.75,,8.43125,248.2335,FM,18,34,No,N
20130102,0.591,15.8,36.2,1019.255,1683,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,91,35,No,N
20130103,0.453,18.5,36.4,1019.255,1003,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,3,34,No,N
20130104,0.587,18,36.4,1019.255,605,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,29,Yes,N
20130105,0.295,17.8,36.4,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,0,26,Yes,N
20130106,-0.01,17.3,36.4,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,43,21,Yes,N
20130107,0.266,15.2,36.3,1019.255,499,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,0,29,No,N
20130108,0.095,15.9,36.3,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,0,25,No,N
20130109,0.223,15.7,36.3,1019.255,266,123.1,5.49225,,1.75,,8.43125,248.2335,NM,0,16,No,N
20130110,0.262,15.3,36.3,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,NM,0,30,No,N
20130111,0.262,17.9,36.4,1019.255,596,123.1,5.49225,,1.75,,8.43125,248.2335,NM,58,33,Yes,N
20130112,0.505,16,36.2,1019.255,2790,123.1,5.49225,,1.75,,8.43125,248.2335,NM,0,15,Yes,N
20130113,0.712,15.6,36.1,1019.255,335,123.1,5.49225,,1.75,,8.43125,248.2335,NM,0,13,Yes,N
20130114,0.676,15.2,36,1019.255,471,123.1,5.49225,,1.75,,8.43125,248.2335,NM,0,30,No,N
20130115,0.466,15.1,35.9,1019.255,1680,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,5,25,No,N
20130116,0.699,14.5,36,1019.255,307,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,3,28,No,N
20130117,0.63,14.9,35.9,1019.255,166,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,160,39,No,N
20130118,1.532,15.7,36.3,1019.255,1723,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,10,51,Yes,N
20130119,0.745,14.3,36,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,23,Yes,N
20130120,0.522,13.6,35.8,1019.255,2871,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,34,Yes,N
20130121,0.262,14.1,35.9,1019.255,2907,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,24,No,N
20130122,0.843,15.4,36.3,1019.255,720,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,38,No,N
20130123,0.761,14.7,36.2,1019.255,2702,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,27,No,N
20130124,1.407,13.6,36,1019.255,2338,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,52,No,N
20130125,0.466,14.2,36.1,1019.255,968,123.1,5.49225,,1.75,,8.43125,248.2335,FM,89,25,Yes,N
20130126,0.427,14.2,36.1,1019.255,1846,123.1,5.49225,,1.75,,8.43125,248.2335,NM,0,31,Yes,N
20130127,0.61,14.7,36.2,1019.255,2111,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,33,Yes,N
20130128,0.453,16.1,36.4,1019.255,2459,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,24,No,N
20130129,0.449,16.4,36.4,1019.255,2016,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,36,No,N
20130130,0.453,16.5,36.4,1019.255,3207,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,59,No,N
20130131,1.28,15,36.3,1019.255,5626,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,71,80,No,N
20130201,1.06,14.7,36.3,1017.755,2859,98,5.666,,1.93,,8.94775,218.32195,FQ,0,64,Yes,N
20130202,0.522,13.5,36.1,1017.755,4998,98,5.666,,1.93,,8.94775,218.32195,FQ,0,29,Yes,N
20130203,0.509,14.2,36.3,1017.755,2498,98,5.666,,1.93,,8.94775,218.32195,FQ,0,36,Yes,N
20130204,0.499,14,36.3,1017.755,4063,98,5.666,,1.93,,8.94775,218.32195,LQ,0,31,No,N
20130205,0.259,14.5,36.3,1017.755,1234,98,5.666,,1.93,,8.94775,218.32195,LQ,0,40,No,N
20130206,0.341,13.7,36.2,1017.755,2485,98,5.666,,1.93,,8.94775,218.32195,LQ,0,24,No,N
20130207,0.384,13.7,36.2,1017.755,1948,98,5.666,,1.93,,8.94775,218.32195,NM,53,52,No,N
20130208,2.067,15.9,36.2,1017.755,1841,98,5.666,,1.93,,8.94775,218.32195,NM,716,81,Yes,N
20130209,1.854,15.1,36.3,1017.755,1812,98,5.666,,1.93,,8.94775,218.32195,NM,0,53,Yes,N
20130210,1.138,15.3,36.3,1017.755,1891,98,5.666,,1.93,,8.94775,218.32195,NM,0,26,Yes,N
20130211,1.102,14.5,33.26233333,1017.755,645,98,5.666,,1.93,,8.94775,218.32195,NM,58,76,No,N
20130212,0.863,15.3,36.3,1017.755,1982,98,5.666,,1.93,,8.94775,218.32195,NM,0,28,No,N
20130213,0.981,15.3,36.3,1017.755,1393,98,5.666,,1.93,,8.94775,218.32195,LQ,211,40,No,N
20130214,0.883,15,36.2,1017.755,1408,98,5.666,,1.93,,8.94775,218.32195,LQ,0,25,No,N
20130215,0.751,15,36.2,1017.755,1787,98,5.666,,1.93,,8.94775,218.32195,LQ,0,19,Yes,N
20130216,0.633,14.9,36.3,1017.755,2221,98,5.666,,1.93,,8.94775,218.32195,LQ,46,42,Yes,N
20130217,1.66,14.4,36.3,1017.755,3121,98,5.666,,1.93,,8.94775,218.32195,FQ,0,72,Yes,N
20130218,0.545,14.2,36.3,1017.755,4078,98,5.666,,1.93,,8.94775,218.32195,FQ,0,34,No,N
20130219,-0.138,14,36.3,1017.755,1234,98,5.666,,1.93,,8.94775,218.32195,FQ,15,53,No,N
20130220,0.18,13.9,36.2,1017.755,1984,98,5.666,,1.93,,8.94775,218.32195,FQ,0,36,No,N
20130221,-0.036,14.5,33.26233333,1017.755,2839,98,5.666,,1.93,,8.94775,218.32195,FM,0,28,No,N
20130222,-0.036,12.9,35.8,1017.755,840,98,5.666,,1.93,,8.94775,218.32195,FM,46,38,Yes,N
20130223,0.072,14.5,33.26233333,1017.755,2307,98,5.666,,1.93,,8.94775,218.32195,FM,521,32,Yes,N
20130224,0.482,13,35.8,1017.755,1206,98,5.666,,1.93,,8.94775,218.32195,NM,10,22,Yes,N
20130225,0.436,13.1,35.9,1017.755,923,98,5.666,,1.93,,8.94775,218.32195,FM,0,45,No,N
20130226,0.509,13.6,36.1,1017.755,576,98,5.666,,1.93,,8.94775,218.32195,FM,244,57,No,N
20130227,1.243,13.4,36.1,1017.755,5355,98,5.666,,1.93,,8.94775,218.32195,FM,0,41,No,N
20130228,1.207,13.2,36,1017.755,7019,98,5.666,,1.93,,8.94775,218.32195,FM,0,48,No,N
20130301,1.286,13.6,36,1015.899667,6779,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,34,Yes,N
20130302,0.978,13.1,36,1015.899667,10264,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,24,Yes,N
20130303,1.24,13.2,36.1,1015.899667,11557,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,32,Yes,N
20130304,1.234,12.7,36.2,1015.899667,8963,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,43,No,N
20130305,0.558,12.8,36.2,1015.899667,4543,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,23,27,No,N
20130306,1.69,12.4,36.1,1015.899667,16614,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,38,89,No,N
20130307,1.165,12.3,36.1,1015.899667,14634,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,0,53,No,N
20130308,1.512,12.6,36.3,1015.899667,21162,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,49,Yes,N
20130309,1.555,12.9,36.3,1015.899667,11496,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,42,Yes,N
20130310,1.302,13.8,36.1,1015.899667,8510,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,27,Yes,N
20130311,1.168,14.4,36.1,1015.899667,9359,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,31,No,N
20130312,1.047,14.4,36.1,1015.899667,608,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,310,48,No,N
20130313,1.411,14.2,36.2,1015.899667,5017,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,36,No,N
20130314,1.555,13.9,36.2,1015.899667,10185,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,0,42,No,N
20130315,1.04,13.7,36.2,1015.899667,4514,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,0,42,Yes,N
20130316,0.591,13.4,36.2,1015.899667,3386,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,0,59,Yes,N
20130317,0.597,11.8,35,1015.899667,5643,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,0,49,Yes,N
20130318,0.843,12.8,36.2,1015.899667,3008,147.8,5.532333333,,1.89,,9.208333333,200.6636667,LQ,0,29,No,N
20130319,0.925,13.6,36.2,1015.899667,847,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,81,34,No,N
20130320,0.646,13.5,36.2,1015.899667,17981,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,26,No,N
20130321,0.709,13.3,36.2,1015.899667,14459,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,34,No,N
20130322,0.577,15.6,36.10675,1015.899667,20960,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,33,Yes,N
20130323,0.39,13,36.2,1015.899667,19319,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,20,Yes,N
20130324,0.171,12.7,36,1015.899667,8645,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,81,48,Yes,N
20130325,1.43,12.9,35.9,1015.899667,9200,147.8,5.532333333,,1.89,,9.208333333,200.6636667,NM,30,55,No,N
20130326,0.899,12.4,35.8,1015.899667,12029,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,47,No,N
20130327,1.001,12.3,35.8,1015.899667,38494,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,42,No,N
20130328,0.928,12.5,35.8,1015.899667,20597,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,37,No,N
20130329,0.833,12.4,35.7,1015.899667,27741,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,24,Yes,N
20130330,0.558,12.4,35.7,1015.899667,27447,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FM,0,24,Yes,N
20130331,0.325,12.6,35.7,1015.899667,10648,147.8,5.532333333,,1.89,,9.208333333,200.6636667,FQ,0,46,Yes,N
20130401,0.479,12.2,35.4,1016.63825,28630,104.2,5.48775,,1.59,,7.42,191.07775,FQ,5,27,No,N
20130402,0.531,12.4,35.4,1016.63825,16194,104.2,5.48775,,1.59,,7.42,191.07775,FQ,0,41,No,N
20130403,0.331,12.6,35.5,1016.63825,34952,104.2,5.48775,,1.59,,7.42,191.07775,LQ,0,31,No,N
20130404,0.059,12.5,35.6,1016.63825,36818,104.2,5.48775,,1.59,,7.42,191.07775,LQ,201,53,No,N
20130405,1.027,12.5,35.5,1016.63825,35935,104.2,5.48775,,1.59,,7.42,191.07775,LQ,84,35,Yes,N
20130406,0.719,12.5,35.4,1016.63825,30668,104.2,5.48775,,1.59,,7.42,191.07775,LQ,0,42,Yes,N
20130407,0.446,12.8,35.7,1016.63825,19785,104.2,5.48775,,1.59,,7.42,191.07775,NM,0,28,Yes,N
20130408,0.348,13.7,35.8,1016.63825,10860,104.2,5.48775,,1.59,,7.42,191.07775,NM,0,25,No,N
20130409,0.233,14.6,35.6,1016.63825,2649,104.2,5.48775,,1.59,,7.42,191.07775,NM,0,35,No,N
20130410,0.266,15,35.2,1016.63825,12717,104.2,5.48775,,1.59,,7.42,191.07775,NM,0,47,No,N
20130411,0.246,15.4,34.8,1016.63825,13086,104.2,5.48775,,1.59,,7.42,191.07775,NM,0,42,No,N
20130412,0.072,16,34.5,1016.63825,67532,104.2,5.48775,,1.59,,7.42,191.07775,NM,127,51,Yes,N
20130413,0.262,15.7,34.5,1016.63825,24658,104.2,5.48775,,1.59,,7.42,191.07775,NM,0,43,Yes,N
20130414,0.531,16.2,35.4,1016.63825,33803,104.2,5.48775,,1.59,,7.42,191.07775,LQ,0,27,Yes,N
20130415,0.157,16.7,35.6,1016.63825,11631,104.2,5.48775,,1.59,,7.42,191.07775,LQ,28,42,No,N
20130416,0.456,20.5,36.2,1016.63825,10199,104.2,5.48775,,1.59,,7.42,191.07775,LQ,0,33,No,N
20130417,0.433,22.4,36.1,1016.63825,38359,104.2,5.48775,,1.59,,7.42,191.07775,LQ,0,16,No,N
20130418,0.171,22.1,36.1,1016.63825,32926,104.2,5.48775,,1.59,,7.42,191.07775,FQ,0,29,No,N
20130419,0.144,22.7,36.1,1016.63825,24818,104.2,5.48775,,1.59,,7.42,191.07775,FQ,48,60,Yes,N
20130420,0.607,22.8,36.1,1016.63825,22341,104.2,5.48775,,1.59,,7.42,191.07775,FQ,290,42,Yes,N
20130421,0.24,22.4,36.1,1016.63825,18251,104.2,5.48775,,1.59,,7.42,191.07775,FQ,0,61,Yes,N
20130422,0.758,21.2,36.1,1016.63825,15787,104.2,5.48775,,1.59,,7.42,191.07775,FM,71,62,No,N
20130423,1.44,19.5,36.1,1016.63825,7877,104.2,5.48775,,1.59,,7.42,191.07775,FM,0,51,No,N
20130424,0.778,18.1,35.8,1016.63825,58442,104.2,5.48775,,1.59,,7.42,191.07775,NM,0,26,No,N
20130425,1.165,17.8,35.6,1016.63825,53116,104.2,5.48775,,1.59,,7.42,191.07775,FM,3,43,No,N
20130426,0.725,17.7,35.7,1016.63825,49327,104.2,5.48775,,1.59,,7.42,191.07775,FM,0,33,Yes,N
20130427,0.659,17.7,35.7,1016.63825,39137,104.2,5.48775,,1.59,,7.42,191.07775,FM,0,31,Yes,N
20130428,0.6,18.2,35.8,1016.63825,51561,104.2,5.48775,,1.59,,7.42,191.07775,FM,0,33,Yes,N
20130429,0.427,17.6,35.5,1016.63825,32256,104.2,5.48775,,1.59,,7.42,191.07775,FQ,127,34,No,N
20130430,0.577,16.7,34.9,1016.63825,24236,104.2,5.48775,,1.59,,7.42,191.07775,FQ,0,30,No,N
20130501,0.712,17.3,35.3,1019.33275,70464,113,5.343,,1.22,,5.6975,176.2085,FQ,0,38,No,N
20130502,0.686,17.8,35.5,1019.33275,74134,113,5.343,,1.22,,5.6975,176.2085,FQ,10,48,No,N
20130503,0.479,17.4,35.3,1019.33275,68402,113,5.343,,1.22,,5.6975,176.2085,LQ,0,63,Yes,N
20130504,0.823,19.2,35.8,1019.33275,74829,113,5.343,,1.22,,5.6975,176.2085,LQ,0,61,Yes,N
20130505,0.784,19.2,35.9,1019.33275,98023,113,5.343,,1.22,,5.6975,176.2085,LQ,51,40,Yes,N
20130506,0.902,19.6,35.8,1019.33275,65444,113,5.343,,1.22,,5.6975,176.2085,NM,74,59,No,N
20130507,1.01,20.2,35.9,1019.33275,62674,113,5.343,,1.22,,5.6975,176.2085,NM,107,21,No,N
20130508,0.981,19.9,35.9,1019.33275,119174,113,5.343,,1.22,,5.6975,176.2085,NM,0,24,No,N
20130509,0.899,19.1,35.3,1019.33275,90557,113,5.343,,1.22,,5.6975,176.2085,NM,0,31,No,N
20130510,0.794,19.4,35,1019.33275,121442,113,5.343,,1.22,,5.6975,176.2085,NM,0,28,Yes,N
20130511,0.689,19.6,34.6,1019.33275,95924,113,5.343,,1.22,,5.6975,176.2085,NM,0,45,Yes,N
20130512,0.738,19.8,34.7,1019.33275,141996,113,5.343,,1.22,,5.6975,176.2085,NM,0,33,Yes,N
20130513,0.781,18.3,34.8,1019.33275,115089,113,5.343,,1.22,,5.6975,176.2085,NM,0,44,No,N
20130514,0.837,18,34.8,1019.33275,107246,113,5.343,,1.22,,5.6975,176.2085,LQ,0,28,No,N
20130515,0.295,18.4,34.8,1019.33275,114627,113,5.343,,1.22,,5.6975,176.2085,LQ,0,58,No,N
20130516,0.21,19.5,34.9,1019.33275,119019,113,5.343,,1.22,,5.6975,176.2085,LQ,0,57,No,N
20130517,0.266,20.9,35.4,1019.33275,108847,113,5.343,,1.22,,5.6975,176.2085,LQ,0,23,Yes,N
20130518,0.184,21,35.1,1019.33275,97521,113,5.343,,1.22,,5.6975,176.2085,FQ,0,23,Yes,N
20130519,0.046,21.9,34.8,1019.33275,102425,113,5.343,,1.22,,5.6975,176.2085,FQ,0,34,Yes,N
20130520,0.177,22.4,35.4,1019.33275,85942,113,5.343,,1.22,,5.6975,176.2085,FQ,0,37,No,N
20130521,0.19,22.9,35.7,1019.33275,28447,113,5.343,,1.22,,5.6975,176.2085,FM,0,36,No,N
